"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1987-10","Oct-1987","IDX","Index","0","Units","2015_100","2015=100",25.02751,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1987-11","Nov-1987","IDX","Index","0","Units","2015_100","2015=100",24.92822,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1987-12","Dec-1987","IDX","Index","0","Units","2015_100","2015=100",24.82893,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1988-01","Jan-1988","IDX","Index","0","Units","2015_100","2015=100",25.02751,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1988-02","Feb-1988","IDX","Index","0","Units","2015_100","2015=100",25.07716,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1988-03","Mar-1988","IDX","Index","0","Units","2015_100","2015=100",25.21285,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1988-04","Apr-1988","IDX","Index","0","Units","2015_100","2015=100",25.42136,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1988-05","May-1988","IDX","Index","0","Units","2015_100","2015=100",25.54051,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1988-06","Jun-1988","IDX","Index","0","Units","2015_100","2015=100",25.75894,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1988-07","Jul-1988","IDX","Index","0","Units","2015_100","2015=100",25.86154,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1988-08","Aug-1988","IDX","Index","0","Units","2015_100","2015=100",25.92443,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1988-09","Sep-1988","IDX","Index","0","Units","2015_100","2015=100",25.93766,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1988-10","Oct-1988","IDX","Index","0","Units","2015_100","2015=100",25.92443,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1988-11","Nov-1988","IDX","Index","0","Units","2015_100","2015=100",25.97738,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1988-12","Dec-1988","IDX","Index","0","Units","2015_100","2015=100",26.03695,,
"MANM","Narrow Money (M1) Index, SA","USA","United States","M","Monthly","1989-01","Jan-1989","IDX","Index","0","Units","2015_100","2015=100",26.00386,,
